4.981636404991149902e-01,6.280182003974914551e-01,3.797943890094757080e-01
4.445435702800750732e-01,4.195120334625244141e-01,4.639744460582733154e-01
3.990845382213592529e-01,5.871437191963195801e-01,4.197558164596557617e-01
4.121322035789489746e-01,4.744955003261566162e-01,5.155582427978515625e-01
4.233494997024536133e-01,6.599016189575195312e-01,4.729194641113281250e-01
3.583554029464721680e-01,4.929936826229095459e-01,4.076886475086212158e-01
5.384925603866577148e-01,4.127911329269409180e-01,4.920512437820434570e-01
5.286183953285217285e-01,5.036672949790954590e-01,4.641678333282470703e-01
5.184124112129211426e-01,3.915010690689086914e-01,4.777874648571014404e-01
4.839989840984344482e-01,4.748695194721221924e-01,6.203857660293579102e-01
3.110091388225555420e-01,5.059378743171691895e-01,5.401567816734313965e-01
4.216398298740386963e-01,4.787759482860565186e-01,3.960491120815277100e-01
5.094194412231445312e-01,5.404207110404968262e-01,4.914237856864929199e-01
4.307796061038970947e-01,5.262202620506286621e-01,5.328822731971740723e-01
3.800057768821716309e-01,4.787456691265106201e-01,5.531966686248779297e-01
5.029094219207763672e-01,5.947791934013366699e-01,4.112211167812347412e-01
3.966919481754302979e-01,4.171442091464996338e-01,5.304517149925231934e-01
3.913905620574951172e-01,5.583695769309997559e-01,5.678685903549194336e-01
5.304582118988037109e-01,4.584681987762451172e-01,4.442675113677978516e-01
4.995354413986206055e-01,3.631189465522766113e-01,4.325399994850158691e-01
4.220907092094421387e-01,5.141631364822387695e-01,4.202061295509338379e-01
4.554147422313690186e-01,4.059837758541107178e-01,4.200625419616699219e-01
4.144478440284729004e-01,6.029146909713745117e-01,4.656383693218231201e-01
4.191034138202667236e-01,4.458111226558685303e-01,4.677519500255584717e-01
4.981829524040222168e-01,4.399275183677673340e-01,4.912455677986145020e-01
4.000595211982727051e-01,3.520152568817138672e-01,4.889657795429229736e-01
4.847936034202575684e-01,5.610343217849731445e-01,4.063725769519805908e-01
4.800984859466552734e-01,4.704398512840270996e-01,4.674750566482543945e-01
5.232716798782348633e-01,4.778641462326049805e-01,5.221776962280273438e-01
4.829018414020538330e-01,3.379797637462615967e-01,5.891318917274475098e-01
4.637921750545501709e-01,6.045514941215515137e-01,4.558281898498535156e-01
5.268468856811523438e-01,4.422951638698577881e-01,4.435579776763916016e-01
4.031504690647125244e-01,4.352717995643615723e-01,4.979294240474700928e-01
5.455443859100341797e-01,4.457225203514099121e-01,5.013873577117919922e-01
5.306145548820495605e-01,3.917058110237121582e-01,4.586034417152404785e-01
5.443512201309204102e-01,4.431101679801940918e-01,4.362791180610656738e-01
5.410132408142089844e-01,4.919333159923553467e-01,6.591684222221374512e-01
4.527777731418609619e-01,5.328447818756103516e-01,3.685537576675415039e-01
4.410239756107330322e-01,4.317078590393066406e-01,5.647519230842590332e-01
5.611624717712402344e-01,5.627894997596740723e-01,5.752208232879638672e-01
4.402989745140075684e-01,5.109491348266601562e-01,3.477530479431152344e-01
4.632118940353393555e-01,4.614171087741851807e-01,3.360716700553894043e-01
4.301822185516357422e-01,4.321841597557067871e-01,3.883568048477172852e-01
4.804056286811828613e-01,4.140301644802093506e-01,4.450922906398773193e-01
4.261526465415954590e-01,4.944000840187072754e-01,4.654715359210968018e-01
4.574341773986816406e-01,3.559255599975585938e-01,4.168662726879119873e-01
4.654848277568817139e-01,4.240151941776275635e-01,5.154162049293518066e-01
4.228099584579467773e-01,4.944837391376495361e-01,4.559287726879119873e-01
5.406782031059265137e-01,4.301618039608001709e-01,4.642057120800018311e-01
4.332627356052398682e-01,4.509043991565704346e-01,5.006918311119079590e-01
4.700725376605987549e-01,4.997588694095611572e-01,5.514420270919799805e-01
5.795545578002929688e-01,3.327193260192871094e-01,3.984868526458740234e-01
3.491695225238800049e-01,3.770212829113006592e-01,4.974864423274993896e-01
2.925209701061248779e-01,4.495697617530822754e-01,4.701510667800903320e-01
5.221270918846130371e-01,4.210981130599975586e-01,4.037059545516967773e-01
4.621924161911010742e-01,5.467343330383300781e-01,5.043125152587890625e-01
4.356158077716827393e-01,4.704991579055786133e-01,4.186908602714538574e-01
4.565707445144653320e-01,4.150834381580352783e-01,5.207309126853942871e-01
4.822569787502288818e-01,4.764236807823181152e-01,4.658250510692596436e-01
3.882121741771697998e-01,4.424250125885009766e-01,4.300592541694641113e-01
4.803037941455841064e-01,4.030407667160034180e-01,3.157909810543060303e-01
5.250966548919677734e-01,4.444757103919982910e-01,3.901487886905670166e-01
3.953359425067901611e-01,5.909486413002014160e-01,4.646514058113098145e-01
4.852117300033569336e-01,5.387505888938903809e-01,4.735449850559234619e-01
4.206137657165527344e-01,5.874942541122436523e-01,4.784571230411529541e-01
5.020216107368469238e-01,3.447648584842681885e-01,5.254030227661132812e-01
4.483280777931213379e-01,4.609741270542144775e-01,4.104770720005035400e-01
5.634795427322387695e-01,5.481271743774414062e-01,6.661482453346252441e-01
4.986171424388885498e-01,4.549577236175537109e-01,4.354321956634521484e-01
3.984958529472351074e-01,5.206135511398315430e-01,5.069475769996643066e-01
3.030641078948974609e-01,3.788631260395050049e-01,4.867586791515350342e-01
5.454464554786682129e-01,4.060461819171905518e-01,4.179172813892364502e-01
4.221068024635314941e-01,5.085297226905822754e-01,5.488405823707580566e-01
5.343598723411560059e-01,5.237479209899902344e-01,4.938887357711791992e-01
4.995694756507873535e-01,5.158801674842834473e-01,4.819158315658569336e-01
4.845338463783264160e-01,4.199369251728057861e-01,5.023054480552673340e-01
5.155609846115112305e-01,4.948043227195739746e-01,4.308362305164337158e-01
4.984683394432067871e-01,4.584652185440063477e-01,4.136050343513488770e-01
4.873766303062438965e-01,4.640464782714843750e-01,4.900368452072143555e-01
4.798829555511474609e-01,4.341777563095092773e-01,4.015490710735321045e-01
5.462235808372497559e-01,5.408822894096374512e-01,4.161146879196166992e-01
4.839966893196105957e-01,5.058759450912475586e-01,4.408757984638214111e-01
5.352445244789123535e-01,5.451098084449768066e-01,4.586618244647979736e-01
4.878419339656829834e-01,4.666871130466461182e-01,3.806227743625640869e-01
4.182401597499847412e-01,4.411045014858245850e-01,4.021845161914825439e-01
3.879144787788391113e-01,4.977719187736511230e-01,5.198674201965332031e-01
5.590224862098693848e-01,3.962861895561218262e-01,4.957995414733886719e-01
5.203028321266174316e-01,4.991774260997772217e-01,4.354301989078521729e-01
4.262860417366027832e-01,4.963593482971191406e-01,5.793519020080566406e-01
3.537583947181701660e-01,5.599759817123413086e-01,4.934375286102294922e-01
4.693288207054138184e-01,3.437450528144836426e-01,4.920077025890350342e-01
4.324356913566589355e-01,3.566087782382965088e-01,4.983921945095062256e-01
4.547387957572937012e-01,4.310287237167358398e-01,4.140310883522033691e-01
4.650878310203552246e-01,4.513908922672271729e-01,4.701797664165496826e-01
3.880313932895660400e-01,3.967999815940856934e-01,4.640284478664398193e-01
3.978371620178222656e-01,5.263477563858032227e-01,5.190126299858093262e-01
4.665542244911193848e-01,3.941606283187866211e-01,4.776723682880401611e-01
5.265505909919738770e-01,4.830175638198852539e-01,4.355014562606811523e-01
4.729811549186706543e-01,4.039630889892578125e-01,4.703854918479919434e-01
3.899024724960327148e-01,3.982451558113098145e-01,4.613859355449676514e-01
3.946008086204528809e-01,4.739211201667785645e-01,3.156617283821105957e-01
5.572436451911926270e-01,4.920568466186523438e-01,5.834746360778808594e-01
